id_pedido,id_cliente,sku_produto,data_compra,quantidade
PED040216,CLI03844,SKU030,2025-10-22,2
PED040217,CLI06696,SKU021,2025-09-29,1
PED040218,CLI05114,SKU038,2025-09-30,1
PED040219,CLI08887,SKU019,2025-04-07,2
PED040220,CLI07238,SKU039,2025-04-30,1
PED040221,CLI04371,SKU046,2025-04-13,2
PED040222,CLI05714,SKU023,2025-01-15,4
PED040223,CLI01140,SKU043,2025-04-18,3
PED040224,CLI05635,SKU050,2025-07-27,3
PED040225,CLI08118,SKU025,2025-03-10,2
PED040226,CLI03751,SKU011,2025-07-27,1
PED040227,CLI09625,SKU048,2025-03-08,1
PED040228,CLI02915,SKU042,2025-08-16,2
PED040229,CLI02365,SKU044,2025-08-03,2
PED040230,CLI04731,SKU022,2025-03-14,2
PED040231,CLI08249,SKU030,2025-04-11,2
PED040232,CLI08114,SKU037,2025-07-29,1
PED040233,CLI00902,SKU006,2025-02-21,5
PED040234,CLI03751,SKU009,2025-05-29,2
PED040235,CLI01161,SKU008,2025-12-26,1
PED040236,CLI09804,SKU009,2025-09-19,2
PED040237,CLI08941,SKU050,2025-02-16,5
PED040238,CLI01528,SKU003,2025-08-05,3
PED040239,CLI04211,SKU049,2025-01-15,2
PED040240,CLI07055,SKU015,2025-03-20,2
PED040241,CLI06911,SKU014,2025-05-15,5
PED040242,CLI01766,SKU014,2025-01-20,4
PED040243,CLI05971,SKU006,2025-02-23,3
PED040244,CLI05882,SKU043,2025-10-18,3
PED040245,CLI08170,SKU029,2025-11-30,2
PED040246,CLI04656,SKU042,2025-10-19,4
PED040247,CLI02881,SKU007,2025-05-28,4
PED040248,CLI05541,SKU038,2025-12-06,1
PED040249,CLI08567,SKU001,2025-05-06,2
PED040250,CLI07365,SKU044,2025-09-07,2
PED040251,CLI02670,SKU005,2025-06-11,2
PED040252,CLI05670,SKU035,2025-03-03,4
PED040253,CLI09628,SKU003,2025-09-04,3
PED040254,CLI06921,SKU023,2025-10-22,5
PED040255,CLI07016,SKU035,2025-03-18,2
PED040256,CLI04039,SKU032,2025-10-09,2
PED040257,CLI04491,SKU047,2025-01-10,2
PED040258,CLI04747,SKU023,2025-07-04,2
PED040259,CLI07474,SKU010,2025-04-20,1
PED040260,CLI03324,SKU030,2025-01-09,4
PED040261,CLI09807,SKU024,2025-01-06,5
PED040262,CLI00605,SKU049,2025-10-08,1
PED040263,CLI05321,SKU013,2025-06-08,5
PED040264,CLI05231,SKU023,2025-07-02,5
PED040265,CLI08462,SKU034,2025-06-12,2
PED040266,CLI05403,SKU005,2025-08-18,3
PED040267,CLI09078,SKU009,2025-08-28,3
PED040268,CLI00613,SKU011,2025-01-08,1
PED040269,CLI00781,SKU005,2025-01-16,4
PED040270,CLI07624,SKU039,2025-03-22,2
PED040271,CLI07451,SKU028,2025-01-04,1
PED040272,CLI01820,SKU023,2025-07-30,5
PED040273,CLI06160,SKU030,2025-07-26,2
PED040274,CLI03060,SKU023,2025-11-22,4
PED040275,CLI07244,SKU040,2025-04-26,3
PED040276,CLI04036,SKU038,2025-04-03,1
PED040277,CLI07709,SKU016,2025-08-04,1
PED040278,CLI03393,SKU049,2025-02-09,2
PED040279,CLI07778,SKU014,2025-01-25,3
PED040280,CLI08180,SKU032,2025-12-30,5
PED040281,CLI04835,SKU036,2025-11-02,3
PED040282,CLI08506,SKU027,2025-11-25,4
PED040283,CLI01376,SKU050,2025-11-29,2
PED040284,CLI02388,SKU020,2025-08-21,3
PED040285,CLI06529,SKU015,2025-04-07,2
PED040286,CLI04148,SKU027,2025-05-30,5
PED040287,CLI00624,SKU038,2025-06-28,1
PED040288,CLI01500,SKU045,2025-10-08,2
PED040289,CLI00398,SKU046,2025-11-16,2
PED040290,CLI00770,SKU014,2025-09-19,3
PED040291,CLI08503,SKU010,2025-10-30,2
PED040292,CLI07423,SKU047,2025-09-16,3
PED040293,CLI04617,SKU048,2025-12-24,2
PED040294,CLI07455,SKU036,2025-08-10,5
PED040295,CLI05137,SKU025,2025-10-22,2
PED040296,CLI05099,SKU003,2025-08-14,2
PED040297,CLI05637,SKU041,2025-12-15,1
PED040298,CLI00069,SKU002,2025-06-21,4
PED040299,CLI01139,SKU048,2025-06-02,2
PED040300,CLI01869,SKU008,2025-01-10,2
PED040301,CLI02977,SKU026,2025-10-19,2
PED040302,CLI03320,SKU033,2025-11-07,5
PED040303,CLI00657,SKU014,2025-12-20,2
PED040304,CLI01764,SKU050,2025-06-13,5
PED040305,CLI03173,SKU012,2025-06-02,3
PED040306,CLI07922,SKU009,2025-12-26,2
PED040307,CLI03101,SKU043,2025-01-22,3
PED040308,CLI03736,SKU029,2025-04-29,2
PED040309,CLI09418,SKU030,2025-06-26,3
PED040310,CLI09596,SKU004,2025-08-16,4
PED040311,CLI00627,SKU019,2025-07-29,3
PED040312,CLI05672,SKU019,2025-09-11,3
PED040313,CLI01752,SKU042,2025-12-01,2
PED040314,CLI06545,SKU015,2025-11-15,1
PED040315,CLI01109,SKU024,2025-08-25,5
PED040316,CLI05195,SKU015,2025-02-09,2
PED040317,CLI04876,SKU018,2025-07-04,2
PED040318,CLI04157,SKU007,2025-08-09,4
PED040319,CLI09652,SKU039,2025-08-07,2
PED040320,CLI08812,SKU048,2025-04-18,1
PED040321,CLI08975,SKU033,2025-07-19,2
PED040322,CLI00212,SKU039,2025-04-20,1
PED040323,CLI09316,SKU046,2025-11-14,2
PED040324,CLI05407,SKU036,2025-11-29,3
PED040325,CLI01660,SKU010,2025-07-10,1
PED040326,CLI06902,SKU017,2025-05-14,1
PED040327,CLI01552,SKU002,2025-02-04,3
PED040328,CLI08210,SKU011,2025-08-15,2
PED040329,CLI02075,SKU029,2025-03-09,2
PED040330,CLI02105,SKU021,2025-12-29,2
PED040331,CLI09903,SKU023,2025-02-23,4
PED040332,CLI03178,SKU050,2025-03-25,4
PED040333,CLI02364,SKU023,2025-05-09,3
PED040334,CLI01355,SKU002,2025-01-25,2
PED040335,CLI06751,SKU031,2025-10-19,2
PED040336,CLI04573,SKU030,2025-11-12,2
PED040337,CLI03569,SKU020,2025-04-15,3
PED040338,CLI01093,SKU021,2025-01-06,1
PED040339,CLI04062,SKU008,2025-09-15,1
PED040340,CLI04397,SKU033,2025-08-22,5
PED040341,CLI02233,SKU048,2025-01-09,2
PED040342,CLI03683,SKU049,2025-02-23,1
PED040343,CLI05433,SKU005,2025-04-06,5
PED040344,CLI07380,SKU004,2025-01-14,5
PED040345,CLI00737,SKU035,2025-08-31,3
PED040346,CLI07605,SKU037,2025-11-22,2
PED040347,CLI09383,SKU025,2025-02-25,2
PED040348,CLI05194,SKU042,2025-08-09,2
PED040349,CLI02788,SKU016,2025-08-05,2
PED040350,CLI09698,SKU043,2025-02-21,2
PED040351,CLI05611,SKU014,2025-09-09,3
PED040352,CLI07800,SKU017,2025-06-11,1
PED040353,CLI03810,SKU036,2025-03-10,2
PED040354,CLI02581,SKU017,2025-09-03,2
PED040355,CLI04402,SKU028,2025-03-21,2
PED040356,CLI04150,SKU009,2025-03-15,2
PED040357,CLI07583,SKU018,2025-02-22,2
PED040358,CLI02902,SKU041,2025-10-02,1
PED040359,CLI08626,SKU047,2026-01-01,2
PED040360,CLI09156,SKU009,2025-05-12,5
PED040361,CLI06461,SKU014,2025-10-17,3
PED040362,CLI03309,SKU011,2025-11-25,1
PED040363,CLI09541,SKU026,2025-09-06,5
PED040364,CLI05461,SKU013,2025-12-29,5
PED040365,CLI02777,SKU014,2025-07-16,5
PED040366,CLI05592,SKU045,2025-10-18,2
PED040367,CLI09985,SKU018,2025-09-30,2
PED040368,CLI09370,SKU011,2025-06-14,2
PED040369,CLI04867,SKU040,2025-02-18,2
PED040370,CLI03044,SKU032,2025-06-12,4
PED040371,CLI08414,SKU050,2025-01-29,4
PED040372,CLI05464,SKU028,2025-06-17,1
PED040373,CLI05163,SKU014,2025-08-10,4
PED040374,CLI08371,SKU050,2025-10-19,3
PED040375,CLI06846,SKU032,2025-02-25,2
PED040376,CLI01225,SKU032,2025-04-19,3
PED040377,CLI05325,SKU013,2025-07-11,4
PED040378,CLI00534,SKU016,2025-11-02,2
PED040379,CLI06202,SKU017,2025-06-09,1
PED040380,CLI07335,SKU044,2025-01-29,1
PED040381,CLI01744,SKU047,2025-03-16,5
PED040382,CLI00559,SKU007,2025-02-27,4
PED040383,CLI07531,SKU010,2025-09-30,1
PED040384,CLI01642,SKU034,2025-02-08,2
PED040385,CLI04572,SKU026,2025-01-02,3
PED040386,CLI09371,SKU027,2025-12-18,3
PED040387,CLI09990,SKU003,2025-07-19,4
PED040388,CLI03402,SKU039,2025-05-04,1
PED040389,CLI06952,SKU032,2025-08-22,4
PED040390,CLI02272,SKU012,2025-10-30,3
PED040391,CLI09686,SKU012,2025-07-11,4
PED040392,CLI08370,SKU047,2025-03-19,2
PED040393,CLI06450,SKU035,2025-12-01,5
PED040394,CLI03362,SKU003,2025-03-02,5
PED040395,CLI00022,SKU040,2025-09-01,3
PED040396,CLI00876,SKU018,2025-12-28,5
PED040397,CLI05118,SKU017,2025-11-04,1
PED040398,CLI06350,SKU030,2025-04-16,4
PED040399,CLI05712,SKU050,2025-12-23,5
PED040400,CLI01368,SKU037,2025-11-06,2
PED040401,CLI06566,SKU019,2025-10-17,4
PED040402,CLI04813,SKU020,2025-11-26,3
PED040403,CLI03809,SKU014,2025-07-23,4
PED040404,CLI01926,SKU050,2025-05-30,3
PED040405,CLI04900,SKU027,2025-06-14,2
PED040406,CLI00694,SKU044,2025-04-21,2
PED040407,CLI01573,SKU028,2025-10-13,2
PED040408,CLI02011,SKU038,2025-11-29,1
PED040409,CLI07037,SKU042,2025-08-07,5
PED040410,CLI00980,SKU049,2025-06-09,2
PED040411,CLI02406,SKU037,2025-08-28,2
PED040412,CLI01352,SKU047,2025-05-23,5
PED040413,CLI05862,SKU025,2025-03-17,4
PED040414,CLI05093,SKU016,2025-12-01,1
PED040415,CLI06369,SKU029,2025-06-10,1
PED040416,CLI08257,SKU004,2025-06-09,5
PED040417,CLI03260,SKU049,2025-06-15,1
PED040418,CLI05018,SKU004,2025-02-18,3
PED040419,CLI04687,SKU027,2025-08-28,3
PED040420,CLI06551,SKU011,2025-04-27,1
PED040421,CLI06379,SKU045,2025-05-17,1
PED040422,CLI08292,SKU050,2025-03-13,2
PED040423,CLI00122,SKU041,2025-11-28,1
PED040424,CLI07157,SKU040,2025-08-18,3
PED040425,CLI09507,SKU005,2025-03-02,4
PED040426,CLI05568,SKU022,2025-07-30,3
PED040427,CLI08584,SKU033,2025-07-22,5
PED040428,CLI06452,SKU022,2025-05-09,4
PED040429,CLI02401,SKU017,2025-07-24,1
PED040430,CLI00377,SKU030,2025-11-23,4
PED040431,CLI03898,SKU006,2025-10-21,5
PED040432,CLI05021,SKU014,2025-12-22,2
PED040433,CLI05707,SKU040,2025-01-04,4
PED040434,CLI02357,SKU034,2025-02-17,2
PED040435,CLI03130,SKU003,2025-07-01,2
PED040436,CLI05572,SKU045,2025-05-24,1
PED040437,CLI00368,SKU022,2025-04-23,4
PED040438,CLI04721,SKU023,2025-09-04,5
PED040439,CLI07726,SKU032,2025-01-22,4
PED040440,CLI06377,SKU045,2025-03-13,1
PED040441,CLI04031,SKU027,2025-08-12,2
PED040442,CLI02583,SKU006,2025-01-11,3
PED040443,CLI05632,SKU018,2025-03-29,4
PED040444,CLI04608,SKU020,2025-10-09,2
PED040445,CLI07656,SKU022,2025-03-13,3
PED040446,CLI03875,SKU024,2025-06-18,4
PED040447,CLI09294,SKU023,2025-04-30,2
PED040448,CLI09927,SKU027,2025-08-07,2
PED040449,CLI05377,SKU037,2025-03-06,1
PED040450,CLI07753,SKU046,2025-03-04,2
PED040451,CLI06843,SKU007,2025-12-17,2
PED040452,CLI01619,SKU003,2025-06-06,4
PED040453,CLI09152,SKU021,2025-12-01,1
PED040454,CLI03791,SKU014,2025-03-08,5
PED040455,CLI09789,SKU010,2025-02-02,1
PED040456,CLI07374,SKU012,2025-06-16,3
PED040457,CLI06777,SKU005,2025-10-16,4
PED040458,CLI06158,SKU036,2025-04-23,3
PED040459,CLI08760,SKU011,2025-06-08,2
PED040460,CLI03227,SKU018,2025-06-17,3
PED040461,CLI07450,SKU020,2025-03-21,2
PED040462,CLI03887,SKU023,2025-09-04,2
PED040463,CLI02167,SKU005,2025-06-27,5
PED040464,CLI00063,SKU038,2025-11-19,1
PED040465,CLI05730,SKU023,2025-01-07,2
PED040466,CLI05720,SKU034,2025-09-16,3
PED040467,CLI09115,SKU032,2025-05-16,2
PED040468,CLI05778,SKU023,2025-10-03,3
PED040469,CLI00062,SKU002,2025-02-22,3
PED040470,CLI00572,SKU013,2025-04-18,3
PED040471,CLI01140,SKU032,2025-01-15,2
PED040472,CLI08388,SKU003,2025-01-25,3
PED040473,CLI07453,SKU037,2025-03-22,1
PED040474,CLI08647,SKU023,2025-06-01,3
PED040475,CLI08047,SKU044,2025-06-20,1
PED040476,CLI02277,SKU011,2025-07-27,2
PED040477,CLI06287,SKU020,2025-07-18,4
PED040478,CLI03946,SKU009,2025-12-16,5
PED040479,CLI00054,SKU028,2025-09-17,2
PED040480,CLI01389,SKU039,2025-01-14,1
PED040481,CLI04805,SKU026,2025-04-07,5
PED040482,CLI05412,SKU021,2025-10-19,1
PED040483,CLI07245,SKU024,2025-04-27,5
PED040484,CLI08863,SKU004,2025-05-27,4
PED040485,CLI03957,SKU014,2025-11-19,4
PED040486,CLI00102,SKU031,2025-06-06,4
PED040487,CLI00119,SKU003,2025-04-07,4
PED040488,CLI03319,SKU002,2025-07-06,4
PED040489,CLI02125,SKU026,2025-03-07,2
PED040490,CLI02766,SKU015,2025-04-05,2
PED040491,CLI07684,SKU033,2025-10-27,4
PED040492,CLI08616,SKU015,2025-06-27,2
PED040493,CLI06792,SKU038,2025-02-11,1
PED040494,CLI04890,SKU022,2025-07-25,3
PED040495,CLI09076,SKU044,2025-05-20,2
PED040496,CLI05998,SKU028,2025-09-22,1
PED040497,CLI06316,SKU021,2025-10-01,1
PED040498,CLI07284,SKU009,2025-04-30,4
PED040499,CLI09205,SKU025,2025-06-27,4
PED040500,CLI05537,SKU047,2025-01-06,2
PED040501,CLI00782,SKU009,2025-01-23,2
PED040502,CLI04357,SKU034,2025-07-04,3
PED040503,CLI08451,SKU035,2025-09-25,3
PED040504,CLI07101,SKU033,2025-04-25,5
PED040505,CLI07458,SKU034,2025-04-12,5
PED040506,CLI04315,SKU007,2025-04-23,5
PED040507,CLI04098,SKU013,2025-09-30,2
PED040508,CLI08881,SKU030,2025-04-04,4
PED040509,CLI01768,SKU027,2025-04-01,3
PED040510,CLI05933,SKU036,2025-03-14,3
PED040511,CLI09709,SKU018,2025-02-27,4
PED040512,CLI01992,SKU037,2025-11-24,2
PED040513,CLI03446,SKU022,2025-06-02,3
PED040514,CLI05513,SKU028,2025-09-26,1
PED040515,CLI09044,SKU017,2025-03-24,2
PED040516,CLI01322,SKU011,2025-06-17,1
PED040517,CLI04345,SKU004,2025-03-12,5
PED040518,CLI04635,SKU019,2025-08-16,3
PED040519,CLI09108,SKU006,2025-11-11,5
PED040520,CLI07984,SKU008,2025-12-31,1
PED040521,CLI00764,SKU048,2025-11-12,2
PED040522,CLI00925,SKU038,2025-03-24,2
PED040523,CLI02297,SKU036,2025-05-10,5
PED040524,CLI07860,SKU014,2025-01-25,4
PED040525,CLI02277,SKU044,2025-09-06,2
PED040526,CLI01628,SKU015,2025-01-25,2
PED040527,CLI00202,SKU041,2025-12-11,1
PED040528,CLI00196,SKU025,2025-10-03,5
PED040529,CLI01694,SKU006,2025-05-18,3
PED040530,CLI07368,SKU044,2025-06-25,2
PED040531,CLI01098,SKU029,2025-10-19,2
PED040532,CLI00737,SKU034,2025-04-11,2
PED040533,CLI07520,SKU011,2025-03-02,1
PED040534,CLI05871,SKU002,2025-09-18,4
PED040535,CLI07209,SKU048,2025-06-21,2
PED040536,CLI03472,SKU017,2025-12-08,2
PED040537,CLI09706,SKU006,2025-07-26,5
PED040538,CLI09536,SKU014,2025-12-20,5
PED040539,CLI01273,SKU032,2025-10-16,3
PED040540,CLI09308,SKU028,2025-09-12,2
PED040541,CLI07448,SKU014,2025-08-20,5
PED040542,CLI07339,SKU009,2025-03-27,3
PED040543,CLI02337,SKU032,2025-02-23,4
PED040544,CLI00326,SKU018,2025-08-17,2
PED040545,CLI08123,SKU030,2025-04-07,4
PED040546,CLI02676,SKU003,2025-02-15,2
PED040547,CLI06493,SKU007,2025-11-19,3
PED040548,CLI05064,SKU016,2025-07-09,2
PED040549,CLI02202,SKU038,2025-02-04,2
PED040550,CLI03906,SKU029,2025-02-18,2
PED040551,CLI02652,SKU046,2025-02-01,1
PED040552,CLI06112,SKU021,2025-03-22,1
PED040553,CLI08306,SKU037,2025-11-10,1
PED040554,CLI04160,SKU030,2025-11-25,5
PED040555,CLI02005,SKU027,2025-04-18,4
PED040556,CLI03815,SKU041,2025-11-03,2
PED040557,CLI09604,SKU011,2025-05-12,2
PED040558,CLI04446,SKU039,2025-01-10,1
PED040559,CLI03351,SKU040,2025-01-17,2
PED040560,CLI06350,SKU029,2025-01-26,2
PED040561,CLI06981,SKU034,2025-11-24,5
PED040562,CLI07806,SKU032,2025-07-03,5
PED040563,CLI06515,SKU040,2025-11-03,2
PED040564,CLI06079,SKU029,2025-09-22,2
PED040565,CLI05909,SKU005,2025-01-02,4
PED040566,CLI03126,SKU030,2025-08-19,4
PED040567,CLI05931,SKU049,2025-12-30,2
PED040568,CLI00402,SKU032,2025-03-31,5
PED040569,CLI05324,SKU005,2025-01-17,2
PED040570,CLI08265,SKU026,2025-03-27,4
PED040571,CLI08469,SKU009,2025-11-03,5
PED040572,CLI02549,SKU044,2025-12-01,1
PED040573,CLI09994,SKU013,2025-06-16,5
PED040574,CLI04071,SKU026,2025-10-13,5
PED040575,CLI05684,SKU008,2025-07-16,1
PED040576,CLI08619,SKU002,2025-04-18,3
PED040577,CLI00611,SKU049,2025-11-26,1
PED040578,CLI04943,SKU014,2025-04-06,5
PED040579,CLI03403,SKU029,2025-04-28,1
PED040580,CLI02054,SKU022,2025-02-25,5
PED040581,CLI09535,SKU007,2025-03-20,3
PED040582,CLI02259,SKU003,2025-02-18,2
PED040583,CLI03862,SKU022,2025-05-23,3
PED040584,CLI04060,SKU017,2025-08-23,2
PED040585,CLI02639,SKU004,2025-04-02,5
PED040586,CLI02242,SKU044,2025-11-29,2
PED040587,CLI08726,SKU005,2025-06-27,5
PED040588,CLI09240,SKU046,2025-12-25,1
PED040589,CLI02242,SKU021,2025-09-28,1
PED040590,CLI07046,SKU034,2025-07-19,3
PED040591,CLI00207,SKU019,2025-12-28,4
PED040592,CLI06488,SKU046,2025-07-07,1
PED040593,CLI06943,SKU042,2025-10-19,3
PED040594,CLI02983,SKU013,2025-08-19,4
PED040595,CLI03793,SKU027,2025-10-17,2
PED040596,CLI00984,SKU004,2025-05-31,5
PED040597,CLI09013,SKU011,2025-10-20,1
PED040598,CLI01967,SKU016,2025-07-17,2
PED040599,CLI04752,SKU044,2025-03-04,1
PED040600,CLI07364,SKU011,2025-08-23,2
PED040601,CLI03424,SKU047,2025-06-19,2
PED040602,CLI02874,SKU009,2025-04-02,4
PED040603,CLI02359,SKU006,2025-04-28,5
PED040604,CLI03185,SKU049,2025-12-19,1
PED040605,CLI09983,SKU009,2025-09-01,2
PED040606,CLI00371,SKU011,2025-09-11,2
PED040607,CLI09170,SKU015,2025-10-04,1
PED040608,CLI08162,SKU013,2025-12-30,4
PED040609,CLI07497,SKU037,2025-12-29,1
PED040610,CLI01576,SKU002,2025-04-18,4
PED040611,CLI00544,SKU049,2025-01-21,2
PED040612,CLI05339,SKU009,2025-09-29,3
PED040613,CLI04029,SKU041,2025-01-30,1
PED040614,CLI07426,SKU030,2025-01-24,2
PED040615,CLI04076,SKU048,2025-01-11,1
PED040616,CLI05082,SKU016,2025-01-28,2
PED040617,CLI05165,SKU050,2025-03-11,5
PED040618,CLI04508,SKU026,2025-01-12,5
PED040619,CLI03826,SKU017,2025-03-04,2
PED040620,CLI08787,SKU028,2025-01-06,2
PED040621,CLI04396,SKU035,2025-09-09,2
PED040622,CLI03382,SKU029,2025-09-05,2
PED040623,CLI03085,SKU010,2026-01-01,2
PED040624,CLI01247,SKU001,2025-10-16,2
PED040625,CLI06603,SKU018,2025-07-03,3
PED040626,CLI00781,SKU023,2025-07-20,2
PED040627,CLI06980,SKU032,2025-11-09,2
PED040628,CLI03819,SKU013,2025-05-27,3
PED040629,CLI00581,SKU009,2025-05-11,4
PED040630,CLI05734,SKU043,2025-03-11,3
PED040631,CLI06539,SKU023,2025-11-10,5
PED040632,CLI07116,SKU050,2025-03-08,4
PED040633,CLI02393,SKU036,2025-02-08,2
PED040634,CLI01423,SKU048,2025-08-30,2
PED040635,CLI08612,SKU021,2025-09-06,1
PED040636,CLI08117,SKU017,2025-04-09,1
PED040637,CLI01409,SKU035,2025-12-14,5
PED040638,CLI04992,SKU030,2025-07-29,5
PED040639,CLI06961,SKU009,2025-08-27,5
PED040640,CLI03608,SKU041,2025-06-04,1
PED040641,CLI01780,SKU048,2025-12-29,1
PED040642,CLI01026,SKU026,2025-06-24,2
PED040643,CLI06838,SKU017,2025-04-10,2
PED040644,CLI03524,SKU016,2025-06-08,1
PED040645,CLI09165,SKU015,2025-07-23,2
PED040646,CLI09364,SKU048,2025-11-07,2
PED040647,CLI04006,SKU013,2025-11-21,4
PED040648,CLI02257,SKU004,2025-01-17,3
PED040649,CLI04376,SKU017,2025-03-21,2
PED040650,CLI01675,SKU023,2025-11-28,5
PED040651,CLI04064,SKU015,2025-01-04,1
PED040652,CLI08794,SKU008,2025-06-27,1
PED040653,CLI04294,SKU016,2025-04-13,1
PED040654,CLI08163,SKU045,2025-08-08,2
PED040655,CLI00867,SKU010,2025-10-16,2
PED040656,CLI03776,SKU005,2025-02-25,4
PED040657,CLI06964,SKU031,2025-07-03,2
PED040658,CLI06958,SKU006,2026-01-01,5
PED040659,CLI04645,SKU009,2025-01-29,4
PED040660,CLI01967,SKU038,2025-08-22,2
PED040661,CLI07089,SKU018,2025-07-22,4
PED040662,CLI05362,SKU024,2025-08-11,5
PED040663,CLI00349,SKU019,2025-12-09,4
PED040664,CLI07532,SKU008,2025-12-12,1
PED040665,CLI09124,SKU007,2025-02-09,2
PED040666,CLI03769,SKU023,2025-02-05,5
PED040667,CLI02949,SKU038,2025-10-01,2
PED040668,CLI04112,SKU009,2025-08-22,3
PED040669,CLI06051,SKU032,2025-08-04,4
PED040670,CLI08266,SKU017,2025-06-08,2
PED040671,CLI02424,SKU029,2025-08-24,2
PED040672,CLI05418,SKU047,2025-12-22,4
PED040673,CLI01191,SKU032,2025-06-04,3
PED040674,CLI05752,SKU026,2025-10-01,4
PED040675,CLI03411,SKU045,2025-12-29,2
PED040676,CLI09556,SKU013,2025-11-23,2
PED040677,CLI01936,SKU030,2025-11-09,3
PED040678,CLI04066,SKU029,2025-03-26,2
PED040679,CLI06635,SKU020,2025-05-03,2
PED040680,CLI01193,SKU050,2025-04-28,3
PED040681,CLI05366,SKU025,2025-05-28,3
PED040682,CLI08736,SKU049,2025-01-12,2
PED040683,CLI09167,SKU013,2025-06-22,3
PED040684,CLI06617,SKU035,2025-06-27,5
PED040685,CLI06094,SKU042,2025-02-19,5
PED040686,CLI08056,SKU016,2025-11-01,1
PED040687,CLI01797,SKU022,2025-09-10,5
PED040688,CLI06463,SKU017,2025-03-09,2
PED040689,CLI06041,SKU035,2025-12-30,4
PED040690,CLI08626,SKU014,2025-01-17,2
PED040691,CLI00323,SKU020,2025-11-08,2
PED040692,CLI02270,SKU009,2025-01-01,3
PED040693,CLI09891,SKU019,2025-12-10,5
PED040694,CLI06581,SKU026,2025-10-08,4
PED040695,CLI04397,SKU015,2025-12-19,1
PED040696,CLI00482,SKU029,2025-07-19,2
PED040697,CLI08128,SKU036,2025-09-09,2
PED040698,CLI06548,SKU010,2025-04-03,2
PED040699,CLI04338,SKU039,2025-05-09,1
PED040700,CLI03394,SKU019,2025-01-16,5
PED040701,CLI07198,SKU041,2025-06-22,1
PED040702,CLI05377,SKU005,2025-10-20,4
PED040703,CLI09711,SKU005,2025-08-13,2
PED040704,CLI07255,SKU049,2025-10-21,1
PED040705,CLI08059,SKU006,2025-05-19,2
PED040706,CLI08908,SKU022,2025-03-30,2
PED040707,CLI00985,SKU013,2025-03-10,2
PED040708,CLI09348,SKU029,2025-12-12,1
PED040709,CLI01675,SKU013,2025-03-12,5
PED040710,CLI01983,SKU028,2025-05-07,2
PED040711,CLI02322,SKU005,2025-08-04,3
PED040712,CLI05999,SKU038,2025-12-24,1
PED040713,CLI05483,SKU004,2025-06-17,3
PED040714,CLI03517,SKU021,2025-11-18,2
PED040715,CLI06449,SKU035,2025-01-21,4
PED040716,CLI02149,SKU038,2025-05-29,2
PED040717,CLI06143,SKU048,2025-08-03,2
PED040718,CLI01856,SKU018,2025-07-16,3
PED040719,CLI04072,SKU044,2025-08-17,2
PED040720,CLI01417,SKU031,2025-12-06,5
PED040721,CLI07016,SKU026,2025-01-18,5
PED040722,CLI06808,SKU020,2025-06-17,2
PED040723,CLI05829,SKU004,2025-09-22,5
PED040724,CLI04606,SKU033,2025-01-26,4
PED040725,CLI01075,SKU031,2025-11-17,5
PED040726,CLI00889,SKU041,2025-04-17,1
PED040727,CLI09980,SKU005,2025-06-13,3
PED040728,CLI02255,SKU031,2025-01-22,5
PED040729,CLI02522,SKU023,2025-12-26,3
PED040730,CLI08439,SKU020,2025-01-13,5
PED040731,CLI07965,SKU008,2025-01-23,1
PED040732,CLI01614,SKU049,2025-11-28,1
PED040733,CLI07300,SKU024,2025-02-15,3
PED040734,CLI07514,SKU045,2025-05-30,1
PED040735,CLI00621,SKU049,2025-02-18,1
PED040736,CLI02457,SKU045,2025-06-22,2
PED040737,CLI09338,SKU043,2025-07-27,5
PED040738,CLI01739,SKU033,2025-10-02,5
PED040739,CLI05237,SKU023,2025-01-14,2
PED040740,CLI01150,SKU033,2025-04-06,2
PED040741,CLI08652,SKU046,2025-05-07,2
PED040742,CLI00244,SKU048,2025-12-24,2
PED040743,CLI05184,SKU008,2025-09-28,1
PED040744,CLI01526,SKU034,2025-08-16,5
PED040745,CLI09859,SKU044,2025-10-28,1
PED040746,CLI06762,SKU026,2025-05-16,2
PED040747,CLI03032,SKU050,2025-11-25,3
PED040748,CLI07088,SKU028,2025-06-11,1
PED040749,CLI02250,SKU015,2025-08-28,1
PED040750,CLI07260,SKU041,2025-04-27,2
PED040751,CLI09351,SKU011,2025-01-24,2
PED040752,CLI08756,SKU008,2025-06-25,2
PED040753,CLI06236,SKU045,2025-06-11,2
PED040754,CLI07275,SKU022,2025-04-18,4
PED040755,CLI00784,SKU036,2025-11-26,5
PED040756,CLI00039,SKU007,2025-05-14,4
PED040757,CLI07681,SKU030,2025-12-11,5
PED040758,CLI09930,SKU042,2025-03-05,3
PED040759,CLI05746,SKU009,2025-05-15,4
PED040760,CLI07088,SKU001,2025-03-25,2
PED040761,CLI02642,SKU016,2025-03-09,1
PED040762,CLI09320,SKU003,2025-09-11,4
PED040763,CLI02779,SKU023,2025-02-21,5
PED040764,CLI09714,SKU024,2025-03-28,2
PED040765,CLI07223,SKU011,2025-07-23,1
PED040766,CLI00711,SKU019,2025-11-17,2
PED040767,CLI08465,SKU046,2025-12-10,2
PED040768,CLI08612,SKU049,2025-10-06,2
PED040769,CLI03916,SKU028,2025-08-07,1
PED040770,CLI00598,SKU038,2025-09-23,1
PED040771,CLI06595,SKU010,2025-01-25,2
PED040772,CLI00839,SKU021,2025-12-21,1
PED040773,CLI09996,SKU029,2025-01-17,1
