id_cliente,idade,renda_mensal,estado,canal_aquisicao
CLI08542,60,5542.98,BA,Google
CLI08543,66,7343.04,MG,Orgânico
CLI08544,53,5503.05,RJ,Google
CLI08545,61,6773.68,MG,Orgânico
CLI08546,27,6174.46,SC,Instagram
CLI08547,48,7105.72,BA,Google
CLI08548,23,2978.6,MG,TikTok
CLI08549,18,2473.68,SP,Instagram
CLI08550,24,3832.51,SC,Instagram
CLI08551,44,7076.17,MG,Instagram
CLI08552,38,2882.6,PE,Google
CLI08553,45,8664.23,MG,Orgânico
CLI08554,33,7638.84,SP,Orgânico
CLI08555,63,9488.48,SP,Google
CLI08556,40,7652.26,PE,TikTok
CLI08557,69,8687.36,PE,Google
CLI08558,37,3646.07,MG,TikTok
CLI08559,55,10382.28,BA,Instagram
CLI08560,42,5339.27,RJ,Google
CLI08561,45,6114.87,SC,Orgânico
CLI08562,22,3271.62,MG,Google
CLI08563,38,10254.01,SP,TikTok
CLI08564,35,6260.17,SC,Instagram
CLI08565,64,10713.3,SP,Google
CLI08566,23,2269.76,PE,Instagram
CLI08567,46,5208.26,SC,Orgânico
CLI08568,36,8276.19,MG,Google
CLI08569,50,8752.94,RS,Instagram
CLI08570,18,3112.37,PE,Instagram
CLI08571,62,5322.47,RS,Orgânico
CLI08572,20,3064.9,BA,TikTok
CLI08573,59,5281.61,PR,Orgânico
CLI08574,38,6171.34,RS,Google
CLI08575,52,6160.11,PR,Orgânico
CLI08576,58,5474.43,SC,Google
CLI08577,57,8338.1,BA,Orgânico
CLI08578,20,2957.56,BA,TikTok
CLI08579,42,4236.67,BA,Instagram
CLI08580,62,10511.64,SP,Google
CLI08581,55,5307.13,SP,Google
CLI08582,62,8176.7,SP,Orgânico
CLI08583,37,5846.07,MG,Orgânico
CLI08584,69,3245.8,SC,Orgânico
CLI08585,61,12044.69,MG,Orgânico
CLI08586,62,5011.69,PR,Google
CLI08587,51,8881.3,PR,Google
CLI08588,38,7101.49,SP,Instagram
CLI08589,65,8569.74,SP,Google
CLI08590,40,9081.13,SC,Google
CLI08591,23,1757.24,PR,TikTok
CLI08592,68,3081.54,SC,Orgânico
CLI08593,30,4942.56,PR,TikTok
CLI08594,66,7489.88,RJ,Google
CLI08595,40,6320.22,SC,Google
CLI08596,26,7512.62,RJ,TikTok
CLI08597,34,4986.23,MG,Instagram
CLI08598,19,3160.83,BA,TikTok
CLI08599,36,5861.33,PE,Instagram
CLI08600,36,7389.09,PE,TikTok
CLI08601,24,4152.09,PR,TikTok
CLI08602,59,5938.79,RJ,Instagram
CLI08603,59,10642.19,MG,Google
CLI08604,37,7638.69,PE,Orgânico
CLI08605,26,9483.32,PE,TikTok
CLI08606,34,7027.2,SC,Instagram
CLI08607,44,4540.71,RJ,Instagram
CLI08608,64,15311.91,RJ,Orgânico
CLI08609,19,2339.37,MG,Instagram
CLI08610,53,11064.74,BA,Orgânico
CLI08611,36,6924.0,PE,Google
CLI08612,34,6233.3,RJ,TikTok
CLI08613,22,3223.86,MG,Instagram
CLI08614,56,9749.97,RS,Google
CLI08615,35,2988.58,PE,Google
CLI08616,24,4029.0,PR,TikTok
CLI08617,34,6760.35,PR,TikTok
CLI08618,56,8820.38,PR,Google
CLI08619,53,6423.29,RJ,Orgânico
CLI08620,57,10110.27,PE,Orgânico
CLI08621,62,1952.69,RJ,TikTok
CLI08622,21,3430.39,SP,Instagram
CLI08623,55,4065.0,PE,Instagram
CLI08624,42,6758.65,SP,Instagram
CLI08625,22,3706.9,MG,Orgânico
CLI08626,47,9619.83,PE,Google
CLI08627,29,5462.18,RJ,Instagram
CLI08628,21,4334.24,MG,TikTok
CLI08629,41,5666.16,PE,Google
CLI08630,46,8573.9,SC,Google
CLI08631,26,6173.72,BA,Instagram
CLI08632,21,3270.78,RJ,Instagram
CLI08633,68,7445.6,RS,Google
CLI08634,41,6393.02,SC,Google
CLI08635,31,8399.08,RJ,Orgânico
CLI08636,22,2601.45,PR,TikTok
CLI08637,35,6056.15,MG,TikTok
CLI08638,59,5222.8,PE,Orgânico
CLI08639,36,7745.97,RS,Google
CLI08640,29,5123.64,SP,TikTok
CLI08641,35,3239.3,PR,Instagram
CLI08642,34,5169.97,RS,TikTok
CLI08643,47,9506.61,SP,Google
CLI08644,41,7194.4,PE,Google
CLI08645,28,8718.28,RJ,TikTok
CLI08646,52,9668.92,SC,Google
CLI08647,40,5121.69,SC,Orgânico
CLI08648,34,3644.71,PE,TikTok
CLI08649,18,3510.32,PE,Instagram
CLI08650,32,4744.36,RS,TikTok
CLI08651,49,7885.49,BA,Orgânico
CLI08652,26,7542.79,PE,TikTok
CLI08653,32,4103.29,PR,Instagram
CLI08654,45,8733.24,SP,Orgânico
CLI08655,41,2440.35,RS,Google
CLI08656,52,7425.65,MG,Orgânico
CLI08657,39,4535.72,MG,Google
CLI08658,44,9326.06,PE,Orgânico
CLI08659,36,6819.62,BA,Instagram
CLI08660,62,11858.92,MG,Orgânico
CLI08661,29,4717.78,SP,TikTok
CLI08662,37,3010.66,SC,Orgânico
CLI08663,18,3312.15,SC,TikTok
CLI08664,38,4755.72,PR,Google
CLI08665,66,10132.91,BA,Instagram
CLI08666,62,8283.22,SP,Google
CLI08667,18,4684.69,RJ,TikTok
CLI08668,27,7028.53,BA,TikTok
CLI08669,64,12643.57,RJ,Google
CLI08670,49,10086.5,MG,Google
CLI08671,56,8368.39,RS,Google
CLI08672,39,6116.33,RS,Orgânico
CLI08673,35,5562.84,PE,Google
CLI08674,65,9506.14,RS,Instagram
CLI08675,63,9756.07,SC,Orgânico
CLI08676,49,6950.66,SC,Orgânico
CLI08677,44,5548.94,BA,Instagram
CLI08678,45,7003.47,SP,Google
CLI08679,35,3402.56,PE,TikTok
CLI08680,56,5353.68,SP,Google
CLI08681,66,4834.67,PR,Orgânico
CLI08682,46,7278.26,SP,Google
CLI08683,35,5605.93,PR,Instagram
CLI08684,61,4523.64,MG,Instagram
CLI08685,25,4955.0,MG,Instagram
CLI08686,48,3072.24,SC,Orgânico
CLI08687,51,7259.76,BA,Google
CLI08688,24,1330.34,BA,Google
CLI08689,53,170.3,BA,Google
CLI08690,35,5258.04,SC,TikTok
CLI08691,55,7466.57,PE,Orgânico
CLI08692,26,4518.84,SC,Instagram
CLI08693,26,6049.28,RJ,Instagram
CLI08694,63,9325.48,PR,Orgânico
CLI08695,25,5081.08,RS,TikTok
CLI08696,68,7403.96,RS,Google
CLI08697,52,6804.63,MG,Google
CLI08698,35,6803.45,PR,Google
CLI08699,22,3044.17,PE,TikTok
CLI08700,31,4250.32,RJ,Instagram
CLI08701,45,5740.57,RJ,Orgânico
CLI08702,47,4948.12,MG,Google
CLI08703,21,3576.18,MG,Orgânico
CLI08704,56,6080.22,SC,Google
CLI08705,37,6410.83,PE,Google
CLI08706,42,5920.36,RJ,Google
CLI08707,45,11697.91,SC,Google
CLI08708,29,4470.08,MG,Instagram
CLI08709,19,2263.53,RS,Instagram
CLI08710,60,5922.31,PE,Google
CLI08711,31,4812.29,RJ,Instagram
CLI08712,39,8213.71,RJ,Orgânico
CLI08713,48,7508.62,SP,Instagram
CLI08714,40,7785.33,RJ,Google
CLI08715,65,9024.43,SC,Orgânico
CLI08716,37,5645.94,SP,Orgânico
CLI08717,55,6499.53,BA,Orgânico
CLI08718,21,3250.51,RJ,TikTok
CLI08719,32,4374.79,SP,Orgânico
CLI08720,41,4094.06,RJ,Orgânico
CLI08721,42,7686.3,PR,Orgânico
CLI08722,18,4078.14,RS,TikTok
CLI08723,24,3727.01,BA,TikTok
CLI08724,48,8701.9,SC,Google
CLI08725,29,4537.57,SC,Instagram
CLI08726,59,6312.23,PE,Google
CLI08727,22,2634.7,BA,Instagram
CLI08728,61,9647.72,SP,Google
CLI08729,67,7254.22,PR,Google
CLI08730,59,9995.77,SP,Google
CLI08731,55,7787.66,SP,Google
CLI08732,29,4510.67,MG,Orgânico
CLI08733,56,15046.63,PE,Google
CLI08734,35,4854.78,SP,Instagram
CLI08735,19,3289.53,RJ,Instagram
CLI08736,27,9592.09,PE,Google
CLI08737,32,3339.62,MG,Orgânico
CLI08738,47,13617.26,MG,Orgânico
CLI08739,61,3885.74,BA,Google
CLI08740,34,6695.77,SP,Instagram
CLI08741,21,3478.88,MG,Orgânico
CLI08742,24,3590.85,PE,Instagram
CLI08743,58,4554.91,SC,TikTok
CLI08744,48,5748.03,RS,Google
CLI08745,68,8034.74,MG,Orgânico
CLI08746,56,5522.07,MG,Google
CLI08747,51,1890.77,BA,Orgânico
CLI08748,23,1568.76,RJ,Instagram
CLI08749,67,8146.85,SC,Orgânico
CLI08750,55,9226.78,MG,Instagram
CLI08751,62,8515.75,RJ,Google
CLI08752,68,10862.71,SC,Orgânico
CLI08753,51,7773.55,PE,Google
CLI08754,61,11037.56,MG,Orgânico
CLI08755,32,6433.4,SP,Orgânico
CLI08756,31,7149.45,MG,Instagram
CLI08757,23,4342.37,RS,Instagram
CLI08758,67,12067.01,SC,Orgânico
CLI08759,54,9721.23,RS,Orgânico
CLI08760,67,5332.68,MG,Orgânico
CLI08761,49,5091.1,PE,Google
CLI08762,20,1956.36,RS,TikTok
CLI08763,20,4027.93,SC,Instagram
CLI08764,39,7478.24,SP,Instagram
CLI08765,39,5628.13,MG,Google
CLI08766,27,5092.2,SC,Google
CLI08767,68,4678.4,BA,Google
CLI08768,20,3487.85,RS,TikTok
CLI08769,29,7778.94,PE,TikTok
CLI08770,46,8259.2,RJ,Google
CLI08771,65,11750.01,RS,Orgânico
CLI08772,34,3501.53,MG,TikTok
CLI08773,24,3378.36,PE,Instagram
CLI08774,30,5596.0,RS,TikTok
CLI08775,19,4643.85,BA,TikTok
CLI08776,21,3919.21,RS,TikTok
CLI08777,27,7538.41,RS,Orgânico
CLI08778,56,6423.81,SP,Google
CLI08779,41,5657.23,RJ,Google
CLI08780,34,5517.88,PE,TikTok
CLI08781,69,9901.09,RS,Google
CLI08782,23,1245.08,MG,Google
CLI08783,36,3531.19,SC,Orgânico
CLI08784,22,2587.65,BA,TikTok
CLI08785,49,11951.27,PR,Orgânico
CLI08786,27,4478.64,RS,Instagram
CLI08787,26,7337.45,RJ,TikTok
CLI08788,44,3337.56,SC,Orgânico
CLI08789,30,4922.18,RJ,Google
CLI08790,36,3338.86,BA,Google
CLI08791,38,6869.22,MG,Google
CLI08792,41,7297.7,SP,Instagram
CLI08793,55,8621.2,RS,Orgânico
CLI08794,21,3692.7,SP,TikTok
CLI08795,41,4508.47,PE,Google
CLI08796,52,10877.99,RS,TikTok
CLI08797,20,4127.55,RS,TikTok
CLI08798,21,3015.38,RJ,Instagram
CLI08799,54,6628.17,PE,Orgânico
CLI08800,57,4170.84,PR,Orgânico
CLI08801,65,5581.17,PE,Google
CLI08802,52,13106.04,MG,Google
CLI08803,48,8671.04,SC,Orgânico
CLI08804,61,10366.47,MG,Orgânico
CLI08805,42,9331.36,PR,Orgânico
CLI08806,57,4368.34,BA,Orgânico
CLI08807,30,5313.85,BA,Instagram
CLI08808,21,3643.19,SC,Instagram
CLI08809,63,8952.12,PR,Google
CLI08810,31,8153.15,MG,TikTok
CLI08811,30,7855.95,MG,Instagram
CLI08812,44,5697.31,RJ,Google
CLI08813,23,2318.42,RS,Google
CLI08814,34,5105.56,PE,TikTok
CLI08815,53,2609.65,BA,Google
CLI08816,57,12906.89,PR,Orgânico
CLI08817,66,5165.53,SP,TikTok
CLI08818,52,9163.36,PR,TikTok
CLI08819,34,9641.77,PR,Instagram
CLI08820,58,11238.85,BA,Orgânico
CLI08821,19,2257.01,SC,TikTok
CLI08822,30,9139.27,PE,Instagram
CLI08823,69,8153.06,RS,Google
CLI08824,19,3921.77,SC,TikTok
CLI08825,69,9376.17,BA,Google
CLI08826,45,12344.35,RJ,Orgânico
CLI08827,60,9619.75,SP,Orgânico
CLI08828,43,6474.7,BA,TikTok
CLI08829,39,6156.87,MG,Orgânico
CLI08830,64,12570.79,SP,Google
CLI08831,60,4109.2,SP,Orgânico
CLI08832,20,2530.46,SP,Instagram
CLI08833,52,6117.15,BA,Google
CLI08834,29,6290.01,RJ,TikTok
CLI08835,41,8350.88,RJ,Instagram
CLI08836,22,3656.73,BA,Instagram
CLI08837,37,6966.86,SP,Google
CLI08838,56,6533.18,MG,Google
CLI08839,56,929.19,MG,Google
CLI08840,30,6317.29,BA,Google
CLI08841,58,8378.96,MG,Google
CLI08842,62,2269.76,RJ,Orgânico
CLI08843,29,8656.66,SC,Instagram
CLI08844,30,6694.82,BA,Instagram
CLI08845,27,4589.15,MG,TikTok
CLI08846,50,12163.98,SC,Google
CLI08847,57,10548.47,SP,Google
CLI08848,33,6324.8,BA,Orgânico
CLI08849,62,6446.51,MG,Google
CLI08850,52,9640.78,SP,Google
CLI08851,20,4209.03,SP,TikTok
CLI08852,22,1949.87,RS,Instagram
CLI08853,43,8127.91,BA,Google
CLI08854,28,5170.09,PR,Instagram
CLI08855,24,3558.72,SP,Instagram
CLI08856,27,5272.26,SP,Instagram
CLI08857,59,7437.79,RS,Orgânico
CLI08858,69,7342.18,RJ,Instagram
CLI08859,51,8853.79,PE,Google
CLI08860,20,2207.04,SP,Instagram
CLI08861,25,5275.33,MG,Instagram
CLI08862,48,5987.26,BA,Google
CLI08863,28,3854.22,BA,TikTok
CLI08864,62,11752.68,RJ,Orgânico
CLI08865,24,1097.94,PR,Orgânico
CLI08866,62,6461.35,PE,Google
CLI08867,19,4776.26,PR,Instagram
CLI08868,23,3484.99,SP,Google
CLI08869,58,7954.42,SC,Orgânico
CLI08870,49,13442.21,PR,Google
CLI08871,37,6719.38,PE,Google
CLI08872,51,6777.85,PR,TikTok
CLI08873,67,7452.91,RS,Google
CLI08874,33,4840.48,PR,Instagram
CLI08875,42,4393.62,MG,Orgânico
CLI08876,29,7545.25,SC,Instagram
CLI08877,24,3574.67,BA,Instagram
CLI08878,56,6669.65,SP,Orgânico
CLI08879,34,3436.66,RS,Instagram
CLI08880,62,7181.46,RS,Google
CLI08881,28,4864.82,BA,Orgânico
CLI08882,23,2801.83,RS,TikTok
CLI08883,40,3714.07,SP,Orgânico
CLI08884,44,6355.81,RJ,Instagram
CLI08885,63,8382.14,MG,TikTok
CLI08886,23,1572.04,RS,Orgânico
CLI08887,55,9094.3,PE,TikTok
CLI08888,19,3075.13,SC,TikTok
CLI08889,39,5587.2,RJ,Google
CLI08890,37,6241.99,SC,Google
CLI08891,42,6539.65,BA,Orgânico
CLI08892,32,6615.11,PR,TikTok
CLI08893,66,4423.4,SC,Orgânico
CLI08894,46,9547.41,PE,Google
CLI08895,25,5115.55,PE,TikTok
CLI08896,54,11547.32,PE,Google
CLI08897,66,5310.74,RS,Orgânico
CLI08898,69,627.8,RJ,TikTok
CLI08899,50,7607.88,MG,Google
CLI08900,39,6787.27,RS,Google
CLI08901,67,8103.71,BA,Google
CLI08902,64,3883.72,MG,Orgânico
CLI08903,22,2450.12,PR,Instagram
CLI08904,56,11593.71,SP,Orgânico
CLI08905,35,4053.29,RJ,TikTok
CLI08906,55,12625.39,SP,Instagram
CLI08907,54,9962.28,BA,Google
CLI08908,47,5691.29,BA,Orgânico
CLI08909,68,11501.41,BA,Orgânico
CLI08910,48,5228.31,PR,Google
CLI08911,27,3954.37,SC,Instagram
CLI08912,32,4248.44,PE,Instagram
CLI08913,59,10306.21,SC,Orgânico
CLI08914,65,11413.9,PR,Orgânico
CLI08915,61,6811.92,MG,Google
CLI08916,35,7158.09,RJ,Instagram
CLI08917,40,2823.83,PR,Orgânico
CLI08918,50,4797.06,PR,Google
CLI08919,33,5606.44,RJ,TikTok
CLI08920,55,8796.29,RS,Google
CLI08921,52,13814.35,PE,Orgânico
CLI08922,51,10387.33,MG,Google
CLI08923,45,4615.31,MG,Google
CLI08924,19,2971.75,RJ,TikTok
CLI08925,47,6502.13,PE,Google
CLI08926,30,7851.52,SP,TikTok
CLI08927,58,12713.76,RS,Google
CLI08928,33,5871.47,SC,Orgânico
CLI08929,22,4554.87,RJ,Orgânico
CLI08930,45,14311.73,PE,Google
CLI08931,56,6950.28,MG,Instagram
CLI08932,62,6873.07,RS,Google
CLI08933,37,3152.56,SP,Orgânico
CLI08934,41,10763.89,PR,Orgânico
CLI08935,44,3281.42,PR,Google
CLI08936,47,10652.53,PR,Orgânico
CLI08937,62,3353.51,SC,Orgânico
CLI08938,44,4950.34,RS,Google
CLI08939,43,7133.57,BA,Google
CLI08940,24,4340.1,MG,TikTok
CLI08941,59,14585.86,SP,TikTok
CLI08942,64,4132.92,MG,Google
CLI08943,55,6043.87,RS,Instagram
CLI08944,22,4045.29,SC,Orgânico
CLI08945,40,8203.84,SC,Google
CLI08946,45,2693.22,RS,Google
CLI08947,51,6436.11,PE,Orgânico
CLI08948,32,6357.18,RJ,Orgânico
CLI08949,49,9408.36,RS,Google
CLI08950,43,6643.44,BA,TikTok
CLI08951,65,9409.81,MG,Google
CLI08952,48,8342.22,BA,Orgânico
CLI08953,36,6474.08,PR,Google
CLI08954,26,7576.36,RJ,TikTok
CLI08955,46,9751.05,BA,Google
CLI08956,68,12939.51,PE,Google
CLI08957,56,15606.16,MG,TikTok
CLI08958,21,3384.49,RJ,TikTok
CLI08959,20,4216.68,RJ,Instagram
CLI08960,46,9384.38,RS,Google
CLI08961,69,8906.03,SP,Orgânico
CLI08962,28,2119.14,RJ,Orgânico
CLI08963,50,7682.57,RS,Google
CLI08964,55,9821.23,BA,Orgânico
CLI08965,28,4241.45,SC,Google
CLI08966,44,4354.96,BA,TikTok
CLI08967,50,4466.1,PE,Google
CLI08968,38,9162.75,PR,Orgânico
CLI08969,56,5122.71,SP,Google
CLI08970,48,8101.23,RJ,Instagram
CLI08971,55,9501.47,SP,Google
CLI08972,63,9757.67,RS,Google
CLI08973,19,2878.96,PR,Instagram
CLI08974,44,9522.81,PR,Google
CLI08975,53,9458.19,SP,Orgânico
CLI08976,28,8623.99,MG,Instagram
CLI08977,64,2087.38,PR,Instagram
CLI08978,35,6115.97,SC,Instagram
CLI08979,18,4024.28,SC,Orgânico
CLI08980,52,11039.97,PE,Google
CLI08981,52,7924.13,RJ,Google
CLI08982,48,3190.51,MG,Google
CLI08983,45,7725.11,MG,Google
CLI08984,56,10659.74,RS,Google
CLI08985,18,3574.79,PE,Orgânico
CLI08986,42,4010.7,PE,Orgânico
CLI08987,60,3009.32,RJ,Google
CLI08988,55,4921.95,PR,Google
CLI08989,37,7319.15,BA,Instagram
CLI08990,20,3154.24,SP,Instagram
CLI08991,68,7045.27,MG,Orgânico
CLI08992,19,2834.11,MG,TikTok
CLI08993,35,2774.3,BA,Instagram
CLI08994,61,9843.47,PE,Google
CLI08995,27,7211.37,RS,Instagram
CLI08996,22,3016.47,PR,TikTok
CLI08997,26,5670.61,RS,TikTok
CLI08998,19,2590.01,SP,TikTok
CLI08999,51,5202.02,SC,Orgânico
CLI09000,55,9772.34,MG,Instagram
CLI09001,48,5918.23,RS,Orgânico
CLI09002,27,3983.46,BA,Instagram
CLI09003,67,8067.47,PR,Google
CLI09004,29,3603.64,RS,Google
CLI09005,53,9971.4,MG,Google
CLI09006,38,8177.82,PE,Google
CLI09007,66,8455.54,SC,Orgânico
CLI09008,64,12953.94,BA,Orgânico
CLI09009,23,3564.85,RJ,Instagram
CLI09010,65,3205.24,RS,Orgânico
CLI09011,66,5254.28,PR,Orgânico
CLI09012,20,2935.14,BA,TikTok
CLI09013,27,5479.69,SP,TikTok
CLI09014,22,3454.4,BA,Orgânico
CLI09015,63,6124.89,BA,Orgânico
CLI09016,43,5214.88,RJ,Google
CLI09017,38,4890.71,PE,Instagram
CLI09018,62,8224.01,RS,Orgânico
CLI09019,43,4869.23,SP,Google
CLI09020,55,7252.61,BA,Orgânico
CLI09021,61,3639.19,SC,Google
CLI09022,43,5057.77,PE,Orgânico
CLI09023,25,8598.97,PE,Instagram
CLI09024,22,1324.45,BA,Orgânico
CLI09025,32,3324.31,PE,Instagram
CLI09026,33,2695.23,SP,Instagram
CLI09027,18,2459.25,MG,TikTok
CLI09028,33,5253.99,PE,TikTok
CLI09029,54,10025.9,SC,Google
CLI09030,20,4133.47,BA,Orgânico
CLI09031,69,13337.52,PE,Google
CLI09032,64,7998.68,RJ,Orgânico
CLI09033,48,11572.38,BA,Instagram
CLI09034,30,3893.51,MG,TikTok
CLI09035,33,4901.25,RS,Instagram
CLI09036,60,11175.09,PE,Google
CLI09037,38,3214.04,MG,Orgânico
CLI09038,19,4615.36,SC,TikTok
CLI09039,44,8421.52,PE,Orgânico
CLI09040,55,7187.3,BA,Orgânico
CLI09041,43,6358.26,SP,Orgânico
CLI09042,55,5575.22,RS,Google
CLI09043,63,14182.91,SP,Google
CLI09044,42,4924.34,PE,Instagram
CLI09045,28,4281.23,RJ,Instagram
CLI09046,25,3839.89,SC,Instagram
CLI09047,25,7568.19,PE,Orgânico
CLI09048,50,9151.18,RJ,Google
CLI09049,24,3146.59,PE,TikTok
CLI09050,55,9336.13,BA,Google
CLI09051,38,6881.84,PR,Google
CLI09052,25,5490.56,SC,TikTok
CLI09053,68,7197.46,PR,Google
CLI09054,38,4369.44,PE,Orgânico
CLI09055,37,3172.06,RJ,Orgânico
CLI09056,25,3755.93,PR,TikTok
CLI09057,63,4478.8,PR,Orgânico
CLI09058,48,7862.77,MG,Instagram
CLI09059,67,5422.34,MG,TikTok
CLI09060,46,3437.92,RJ,Google
CLI09061,65,6841.98,RJ,Orgânico
CLI09062,26,5096.33,SP,Instagram
CLI09063,32,10543.15,RS,TikTok
CLI09064,47,6327.43,PR,Instagram
CLI09065,43,7951.22,BA,Orgânico
CLI09066,27,5777.07,RS,TikTok
CLI09067,46,4415.19,SP,Google
CLI09068,33,6217.91,PE,Orgânico
CLI09069,53,8266.11,SP,Instagram
CLI09070,37,6190.92,SC,Google
CLI09071,62,6600.43,SP,Instagram
CLI09072,54,6665.21,SP,Google
CLI09073,39,9888.1,PR,Google
CLI09074,24,3202.55,PE,Instagram
CLI09075,40,7343.98,SP,Orgânico
CLI09076,58,18005.8,PR,Google
CLI09077,57,7158.32,RS,Google
CLI09078,46,4191.61,PE,Orgânico
CLI09079,33,6507.14,PR,TikTok
CLI09080,55,7175.78,SP,Orgânico
CLI09081,45,12556.33,PR,Google
CLI09082,65,7440.97,RJ,Orgânico
CLI09083,55,12698.16,PE,Google
CLI09084,48,9303.28,RJ,Google
CLI09085,31,4300.25,PR,TikTok
CLI09086,50,9161.51,BA,Google
CLI09087,26,4322.03,PE,TikTok
CLI09088,44,5475.29,RS,Orgânico
CLI09089,41,7232.09,RS,Google
CLI09090,30,4592.41,RJ,Orgânico
CLI09091,43,7301.07,SC,Orgânico
CLI09092,46,13823.33,RS,Google
CLI09093,68,3377.74,PE,Google
CLI09094,66,1912.44,MG,Google
CLI09095,60,7208.77,RJ,Google
CLI09096,45,11092.54,SP,Orgânico
CLI09097,45,8154.13,PE,Instagram
CLI09098,25,5517.4,RJ,TikTok
CLI09099,40,7289.91,SC,Google
CLI09100,46,2801.08,SC,Orgânico
CLI09101,22,3322.13,SC,Instagram
CLI09102,59,7072.68,RS,Orgânico
CLI09103,24,3341.59,RS,Instagram
CLI09104,59,9281.56,RJ,Orgânico
CLI09105,53,8617.07,BA,Orgânico
CLI09106,58,6376.22,MG,Orgânico
CLI09107,44,7421.03,PE,Orgânico
CLI09108,63,10390.8,PE,TikTok
CLI09109,19,1966.84,SP,Orgânico
CLI09110,42,7048.67,MG,Orgânico
CLI09111,26,8228.44,RS,Instagram
CLI09112,44,6803.77,PE,Google
CLI09113,18,2761.68,RS,Instagram
CLI09114,40,8329.47,RJ,Orgânico
CLI09115,27,7337.59,MG,Instagram
CLI09116,59,5990.95,PR,Orgânico
CLI09117,69,9110.53,SP,Orgânico
CLI09118,42,7076.46,PR,Google
CLI09119,20,2820.61,PR,Orgânico
CLI09120,23,2831.33,PE,TikTok
CLI09121,23,4788.34,MG,TikTok
CLI09122,19,3647.45,PR,Orgânico
CLI09123,35,4142.24,SP,Google
CLI09124,40,4662.01,PR,Orgânico
CLI09125,19,2932.03,RJ,Instagram
CLI09126,29,7067.04,SP,TikTok
CLI09127,39,7352.86,PE,Orgânico
CLI09128,54,4751.99,BA,Orgânico
CLI09129,37,5518.54,BA,Google
CLI09130,56,7762.93,BA,Orgânico
CLI09131,41,6504.38,RJ,Instagram
CLI09132,65,6662.42,RJ,Instagram
CLI09133,37,6630.18,BA,Orgânico
CLI09134,18,2949.0,RS,Instagram
CLI09135,18,3738.47,PE,Instagram
CLI09136,34,6305.14,PE,Orgânico
CLI09137,18,2666.95,BA,TikTok
CLI09138,69,13364.65,SC,Orgânico
CLI09139,62,8427.5,PE,Orgânico
CLI09140,47,5613.78,SC,Google
CLI09141,58,6867.07,RJ,Google
CLI09142,64,648.61,RS,Orgânico
CLI09143,20,1537.47,PE,Instagram
CLI09144,63,12009.64,PR,Orgânico
CLI09145,28,6336.2,RJ,Instagram
CLI09146,41,4554.1,RJ,Instagram
CLI09147,39,8209.11,SC,Google
CLI09148,61,4415.09,PE,Google
CLI09149,62,2908.11,MG,Orgânico
CLI09150,43,4948.68,MG,Google
CLI09151,30,6558.19,RS,Instagram
CLI09152,18,1626.8,BA,Instagram
CLI09153,41,6170.14,RS,Google
CLI09154,27,6315.96,MG,Instagram
CLI09155,52,3127.7,RJ,Instagram
CLI09156,41,6541.29,RJ,Orgânico
CLI09157,45,11471.96,BA,Orgânico
CLI09158,53,9541.68,PR,Orgânico
CLI09159,33,7839.12,RS,Google
CLI09160,57,10913.23,BA,Google
CLI09161,33,5420.53,PE,TikTok
CLI09162,34,5602.84,SC,TikTok
CLI09163,68,6642.02,RS,Instagram
CLI09164,32,5598.67,RJ,TikTok
CLI09165,33,2138.18,SP,Instagram
CLI09166,32,6973.87,RS,Instagram
CLI09167,51,9313.89,SP,Instagram
CLI09168,28,5220.31,BA,Orgânico
CLI09169,18,3229.02,SC,Google
CLI09170,32,5732.04,PE,TikTok
CLI09171,43,6003.47,BA,Google
CLI09172,68,9190.42,SP,Instagram
CLI09173,21,2937.67,PE,TikTok
CLI09174,60,5161.02,SP,Orgânico
CLI09175,22,4205.22,PE,TikTok
CLI09176,52,6744.9,SC,Instagram
CLI09177,30,6544.05,RS,TikTok
CLI09178,27,6578.44,PE,Orgânico
CLI09179,28,11174.88,RJ,Instagram
CLI09180,35,3648.28,RJ,TikTok
CLI09181,51,6514.02,PR,Google
CLI09182,56,7183.46,RJ,TikTok
CLI09183,58,14468.26,BA,Orgânico
CLI09184,59,9370.33,SP,Orgânico
CLI09185,67,8940.78,PE,Google
CLI09186,40,1616.03,BA,Google
CLI09187,24,2208.27,PE,Google
CLI09188,56,2522.56,SP,Instagram
CLI09189,20,2910.92,PR,Instagram
CLI09190,29,9192.93,SC,Orgânico
CLI09191,24,2239.86,BA,Google
CLI09192,66,9854.05,PE,Orgânico
CLI09193,43,4936.72,SP,Orgânico
CLI09194,50,7083.55,RJ,Google
CLI09195,54,15815.48,RJ,Orgânico
CLI09196,65,9813.47,BA,Google
CLI09197,32,8840.79,BA,Instagram
CLI09198,19,3535.17,BA,Instagram
CLI09199,58,6034.56,RJ,Instagram
CLI09200,24,4465.7,SP,Instagram
CLI09201,49,5208.19,MG,Google
CLI09202,21,2503.98,SP,Instagram
CLI09203,37,7311.91,SP,Instagram
CLI09204,67,11014.87,MG,Google
CLI09205,53,10947.76,MG,TikTok
CLI09206,49,7833.69,RJ,Instagram
CLI09207,45,9740.91,BA,TikTok
CLI09208,30,9356.37,RJ,Instagram
CLI09209,18,2987.45,RJ,TikTok
CLI09210,52,13195.08,SP,Google
CLI09211,65,7232.77,RS,Google
CLI09212,47,10086.72,SC,TikTok
CLI09213,53,10170.87,RS,Orgânico
